e,n,d
323.0,43.0,336
323.0,43.0,337
323.0,43.0,338
323.0,43.0,339
323.0,43.0,340
323.0,43.0,341
323.0,43.0,342
323.0,43.0,343
323.0,43.0,344
323.0,43.0,345
323.0,43.0,346
323.0,43.0,347
323.0,43.0,348
323.0,43.0,349
323.0,43.0,350
323.0,43.0,351
323.0,43.0,352
323.0,43.0,353
323.0,43.0,354
323.0,43.0,355
323.0,43.0,356
323.0,43.0,357
323.0,43.0,358
323.0,43.0,359
323.0,43.0,360
323.0,43.0,361
323.0,43.0,362
323.0,43.0,363
323.0,43.0,364
323.0,43.0,365
323.0,43.0,366
323.0,43.0,367
323.0,43.0,368
323.0,43.0,369
323.0,43.0,370
323.0,43.0,371
323.0,43.0,372
323.0,43.0,373
323.0,43.0,374
323.0,43.0,375
323.0,43.0,376
323.0,43.0,377
323.0,43.0,378
323.0,43.0,379
323.0,43.0,380
323.0,43.0,381
323.0,43.0,382
323.0,43.0,383
323.0,43.0,384
323.0,43.0,385
323.0,43.0,386
323.0,43.0,387
323.0,43.0,388
323.0,43.0,389
323.0,43.0,390
323.0,43.0,391
323.0,43.0,392
323.0,43.0,393
323.0,43.0,394
323.0,43.0,395
323.0,43.0,396
323.0,43.0,397
323.0,43.0,398
323.0,43.0,399
323.0,43.0,400
323.0,43.0,401
323.0,43.0,402
323.0,43.0,403
323.0,43.0,404
323.0,43.0,405
323.0,43.0,406
323.0,43.0,407
323.0,43.0,408
323.0,43.0,409
323.0,43.0,410
323.0,43.0,411
323.0,43.0,412
323.0,43.0,413
323.0,43.0,414
323.0,43.0,415
323.0,43.0,416
323.0,43.0,417
323.0,43.0,418
323.0,43.0,419
323.0,43.0,420
323.0,43.0,421
323.0,43.0,422
323.0,43.0,423
323.0,43.0,424
323.0,43.0,425
323.0,43.0,426
323.0,43.0,427
323.0,43.0,428
323.0,43.0,429
323.0,43.0,430
323.0,43.0,431
323.0,43.0,432
323.0,43.0,433
323.0,43.0,434
323.0,43.0,435
323.0,43.0,436
323.0,43.0,437
323.0,43.0,438
323.0,43.0,439
323.0,43.0,440
323.0,43.0,441
323.0,43.0,442
323.0,43.0,443
323.0,43.0,444
323.0,43.0,445
323.0,43.0,446
323.0,43.0,447
323.0,43.0,448
323.0,43.0,449
323.0,43.0,450
323.0,43.0,451
323.0,43.0,452
323.0,43.0,453
323.0,43.0,454
323.0,43.0,455
323.0,43.0,456
323.0,43.0,457
323.0,43.0,458
323.0,43.0,459
323.0,43.0,460
323.0,43.0,461
323.0,43.0,462
323.0,43.0,463
323.0,43.0,464
323.0,43.0,465
323.0,43.0,466
323.0,43.0,467
323.0,43.0,468
323.0,43.0,469
323.0,43.0,470
323.0,43.0,471
323.0,43.0,472
323.0,43.0,473
323.0,43.0,474
323.0,43.0,475
323.0,43.0,476
323.0,43.0,477
323.0,43.0,478
323.0,43.0,479
323.0,43.0,480
323.0,43.0,481
323.0,43.0,482
323.0,43.0,483
323.0,43.0,484
323.0,43.0,485
323.0,43.0,486
323.0,43.0,487
323.0,43.0,488
323.0,43.0,489
323.0,43.0,490
323.0,43.0,491
323.0,43.0,492
323.0,43.0,493
323.0,43.0,494
323.0,43.0,495
323.0,43.0,496
323.0,43.0,497
323.0,43.0,498
323.0,43.0,499
323.0,43.0,500
323.0,43.0,501
323.0,43.0,502
323.0,43.0,503
323.0,43.0,504
323.0,43.0,505
323.0,43.0,506
323.0,43.0,507
323.0,43.0,508
323.0,43.0,509
323.0,43.0,510
323.0,43.0,511
323.0,43.0,512
323.0,43.0,513
323.0,43.0,514
323.0,43.0,515
323.0,43.0,516
323.0,43.0,517
323.0,43.0,518
323.0,43.0,519
323.0,43.0,520
323.0,43.0,521
323.0,43.0,522
323.0,43.0,523
323.0,43.0,524
323.0,43.0,525
323.0,43.0,526
323.0,43.0,527
323.0,43.0,528
323.0,43.0,529
323.0,43.0,530
323.0,43.0,531
323.0,43.0,532
323.0,43.0,533
323.0,43.0,534
323.0,43.0,535
323.0,43.0,536
323.0,43.0,537
323.0,43.0,538
323.0,43.0,539
323.0,43.0,540
323.0,43.0,541
323.0,43.0,542
323.0,43.0,543
323.0,43.0,544
323.0,43.0,545
323.0,43.0,546
323.0,43.0,547
323.0,43.0,548
323.0,43.0,549
323.0,43.0,550
323.0,43.0,551
323.0,43.0,552
323.0,43.0,553
323.0,43.0,554
323.0,43.0,555
323.0,43.0,556
323.0,43.0,557
323.0,43.0,558
323.0,43.0,559
323.0,43.0,560
323.0,43.0,561
323.0,43.0,562
323.0,43.0,563
323.0,43.0,564
323.0,43.0,565
323.0,43.0,566
323.0,43.0,567
323.0,43.0,568
323.0,43.0,569
323.0,43.0,570
323.0,43.0,571
323.0,43.0,572
323.0,43.0,573
323.0,43.0,574
323.0,43.0,575
323.0,43.0,576
323.0,43.0,577
323.0,43.0,578
323.0,43.0,579
323.0,43.0,580
323.0,43.0,581
323.0,43.0,582
323.0,43.0,583
323.0,43.0,584
323.0,43.0,585
323.0,43.0,586
323.0,43.0,587
323.0,43.0,588
323.0,43.0,589
323.0,43.0,590
323.0,43.0,591
323.0,43.0,592
323.0,43.0,593
323.0,43.0,594
323.0,43.0,595
323.0,43.0,596
323.0,43.0,597
323.0,43.0,598
323.0,43.0,599
323.0,43.0,600
323.0,43.0,601
323.0,43.0,602
323.0,43.0,603
323.0,43.0,604
323.0,43.0,605
323.0,43.0,606
323.0,43.0,607
323.0,43.0,608
323.0,43.0,609
323.0,43.0,610
323.0,43.0,611
323.0,43.0,612
323.0,43.0,613
323.0,43.0,614
323.0,43.0,615
323.0,43.0,616
323.0,43.0,617
323.0,43.0,618
323.0,43.0,619
323.0,43.0,620
323.0,43.0,621
323.0,43.0,622
323.0,43.0,623
323.0,43.0,624
323.0,43.0,625
323.0,43.0,626
323.0,43.0,627
323.0,43.0,628
323.0,43.0,629
323.0,43.0,630
323.0,43.0,631
323.0,43.0,632
323.0,43.0,633
323.0,43.0,634
323.0,43.0,635
323.0,43.0,636
323.0,43.0,637
323.0,43.0,638
323.0,43.0,639
323.0,43.0,640
323.0,43.0,641
323.0,43.0,642
323.0,43.0,643
323.0,43.0,644
323.0,43.0,645
323.0,43.0,646
323.0,43.0,647
323.0,43.0,648
323.0,43.0,649
323.0,43.0,650
323.0,43.0,651
323.0,43.0,652
323.0,43.0,653
323.0,43.0,654
323.0,43.0,655
323.0,43.0,656
323.0,43.0,657
323.0,43.0,658
323.0,43.0,659
323.0,43.0,660
323.0,43.0,661
323.0,43.0,662
323.0,43.0,663
323.0,43.0,664
323.0,43.0,665
323.0,43.0,666
323.0,43.0,667
323.0,43.0,668
323.0,43.0,669
323.0,43.0,670
323.0,43.0,671
323.0,43.0,672
323.0,43.0,673
323.0,43.0,674
323.0,43.0,675
323.0,43.0,676
323.0,43.0,677
323.0,43.0,678
323.0,43.0,679
323.0,43.0,680
323.0,43.0,681
323.0,43.0,682
323.0,43.0,683
323.0,43.0,684
323.0,43.0,685
323.0,43.0,686
323.0,43.0,687
323.0,43.0,688
323.0,43.0,689
323.0,43.0,690
323.0,43.0,691
323.0,43.0,692
323.0,43.0,693
323.0,43.0,694
323.0,43.0,695
323.0,43.0,696
323.0,43.0,697
323.0,43.0,698
323.0,43.0,699
323.0,43.0,700
323.0,43.0,701
323.0,43.0,702
323.0,43.0,703
323.0,43.0,704
323.0,43.0,705
323.0,43.0,706
323.0,43.0,707
323.0,43.0,708
323.0,43.0,709
323.0,43.0,710
323.0,43.0,711
323.0,43.0,712
323.0,43.0,713
323.0,43.0,714
323.0,43.0,715
323.0,43.0,716
323.0,43.0,717
323.0,43.0,718
323.0,43.0,719
323.0,43.0,720
323.0,43.0,721
323.0,43.0,722
323.0,43.0,723
323.0,43.0,724
323.0,43.0,725
323.0,43.0,726
323.0,43.0,727
323.0,43.0,728
323.0,43.0,729
323.0,43.0,730
323.0,43.0,731
323.0,43.0,732
323.0,43.0,733
323.0,43.0,734
323.0,43.0,735
323.0,43.0,736
323.0,43.0,737
323.0,43.0,738
323.0,43.0,739
323.0,43.0,740
323.0,43.0,741
323.0,43.0,742
323.0,43.0,743
323.0,43.0,744
323.0,43.0,745
323.0,43.0,746
323.0,43.0,747
323.0,43.0,748
323.0,43.0,749
323.0,43.0,750
323.0,43.0,751
323.0,43.0,752
323.0,43.0,753
323.0,43.0,754
323.0,43.0,755
323.0,43.0,756
323.0,43.0,757
323.0,43.0,758
323.0,43.0,759
323.0,43.0,760
323.0,43.0,761
323.0,43.0,762
323.0,43.0,763
323.0,43.0,764
323.0,43.0,765
323.0,43.0,766
323.0,43.0,767
323.0,43.0,768
323.0,43.0,769
323.0,43.0,770
323.0,43.0,771
323.0,43.0,772
323.0,43.0,773
323.0,43.0,774
323.0,43.0,775
323.0,43.0,776
323.0,43.0,777
323.0,43.0,778
323.0,43.0,779
323.0,43.0,780
323.0,43.0,781
323.0,43.0,782
323.0,43.0,783
323.0,43.0,784
323.0,43.0,785
323.0,43.0,786
323.0,43.0,787
323.0,43.0,788
323.0,43.0,789
323.0,43.0,790
323.0,43.0,791
323.0,43.0,792
323.0,43.0,793
323.0,43.0,794
323.0,43.0,795
323.0,43.0,796
323.0,43.0,797
323.0,43.0,798
323.0,43.0,799
323.0,43.0,800
323.0,43.0,801
323.0,43.0,802
323.0,43.0,803
323.0,43.0,804
323.0,43.0,805
323.0,43.0,806
323.0,43.0,807
323.0,43.0,808
323.0,43.0,809
323.0,43.0,810
323.0,43.0,811
323.0,43.0,812
323.0,43.0,813
323.0,43.0,814
323.0,43.0,815
323.0,43.0,816
323.0,43.0,817
323.0,43.0,818
323.0,43.0,819
323.0,43.0,820
323.0,43.0,821
323.0,43.0,822
323.0,43.0,823
323.0,43.0,824
323.0,43.0,825
323.0,43.0,826
323.0,43.0,827
323.0,43.0,828
323.0,43.0,829
323.0,43.0,830
323.0,43.0,831
323.0,43.0,832
323.0,43.0,833
323.0,43.0,834
323.0,43.0,835
323.0,43.0,836
323.0,43.0,837
323.0,43.0,838
323.0,43.0,839
323.0,43.0,840
323.0,43.0,841
323.0,43.0,842
323.0,43.0,843
323.0,43.0,844
323.0,43.0,845
323.0,43.0,846
323.0,43.0,847
323.0,43.0,848
323.0,43.0,849
323.0,43.0,850
323.0,43.0,851
323.0,43.0,852
323.0,43.0,853
323.0,43.0,854
323.0,43.0,855
323.0,43.0,856
323.0,43.0,857
323.0,43.0,858
323.0,43.0,859
323.0,43.0,860
323.0,43.0,861
323.0,43.0,862
323.0,43.0,863
323.0,43.0,864
323.0,43.0,865
323.0,43.0,866
323.0,43.0,867
323.0,43.0,868
323.0,43.0,869
323.0,43.0,870
323.0,43.0,871
323.0,43.0,872
323.0,43.0,873
323.0,43.0,874
323.0,43.0,875
323.0,43.0,876
323.0,43.0,877
323.0,43.0,878
323.0,43.0,879
323.0,43.0,880
323.0,43.0,881
323.0,43.0,882
323.0,43.0,883
323.0,43.0,884
323.0,43.0,885
323.0,43.0,886
323.0,43.0,887
323.0,43.0,888
323.0,43.0,889
323.0,43.0,890
323.0,43.0,891
323.0,43.0,892
323.0,43.0,893
323.0,43.0,894
323.0,43.0,895
323.0,43.0,896
323.0,43.0,897
323.0,43.0,898
323.0,43.0,899
323.0,43.0,900
323.0,43.0,901
323.0,43.0,902
323.0,43.0,903
323.0,43.0,904
323.0,43.0,905
323.0,43.0,906
323.0,43.0,907
323.0,43.0,908
323.0,43.0,909
323.0,43.0,910
323.0,43.0,911
323.0,43.0,912
323.0,43.0,913
323.0,43.0,914
323.0,43.0,915
323.0,43.0,916
323.0,43.0,917
323.0,43.0,918
323.0,43.0,919
323.0,43.0,920
323.0,43.0,921
323.0,43.0,922
323.0,43.0,923
323.0,43.0,924
323.0,43.0,925
323.0,43.0,926
323.0,43.0,927
323.0,43.0,928
323.0,43.0,929
323.0,43.0,930
323.0,43.0,931
323.0,43.0,932
323.0,43.0,933
323.0,43.0,934
323.0,43.0,935
323.0,43.0,936
323.0,43.0,937
323.0,43.0,938
323.0,43.0,939
323.0,43.0,940
323.0,43.0,941
323.0,43.0,942
323.0,43.0,943
323.0,43.0,944
323.0,43.0,945
323.0,43.0,946
323.0,43.0,947
323.0,43.0,948
323.0,43.0,949
323.0,43.0,950
323.0,43.0,951
323.0,43.0,952
323.0,43.0,953
323.0,43.0,954
323.0,43.0,955
323.0,43.0,956
323.0,43.0,957
323.0,43.0,958
323.0,43.0,959
323.0,43.0,960
323.0,43.0,961
323.0,43.0,962
323.0,43.0,963
323.0,43.0,964
323.0,43.0,965
323.0,43.0,966
323.0,43.0,967
323.0,43.0,968
323.0,43.0,969
323.0,43.0,970
323.0,43.0,971
323.0,43.0,972
323.0,43.0,973
323.0,43.0,974
323.0,43.0,975
323.0,43.0,976
323.0,43.0,977
323.0,43.0,978
323.0,43.0,979
323.0,43.0,980
323.0,43.0,981
323.0,43.0,982
323.0,43.0,983
323.0,43.0,984
323.0,43.0,985
323.0,43.0,986
323.0,43.0,987
323.0,43.0,988
323.0,43.0,989
323.0,43.0,990
323.0,43.0,991
323.0,43.0,992
323.0,43.0,993
323.0,43.0,994
323.0,43.0,995
323.0,43.0,996
323.0,43.0,997
323.0,43.0,998
323.0,43.0,999
323.0,43.0,1000
323.0,43.0,1001
323.0,43.0,1002
323.0,43.0,1003
323.0,43.0,1004
323.0,43.0,1005
323.0,43.0,1006
323.0,43.0,1007
323.0,43.0,1008
323.0,43.0,1009
323.0,43.0,1010
323.0,43.0,1011
323.0,43.0,1012
323.0,43.0,1013
323.0,43.0,1014
323.0,43.0,1015
323.0,43.0,1016
323.0,43.0,1017
323.0,43.0,1018
323.0,43.0,1019
323.0,43.0,1020
323.0,43.0,1021
323.0,43.0,1022
323.0,43.0,1023
323.0,43.0,1024
323.0,43.0,1025
323.0,43.0,1026
323.0,43.0,1027
323.0,43.0,1028
323.0,43.0,1029
323.0,43.0,1030
323.0,43.0,1031
323.0,43.0,1032
323.0,43.0,1033
323.0,43.0,1034
323.0,43.0,1035
323.0,43.0,1036
323.0,43.0,1037
323.0,43.0,1038
323.0,43.0,1039
323.0,43.0,1040
323.0,43.0,1041
323.0,43.0,1042
323.0,43.0,1043
323.0,43.0,1044
323.0,43.0,1045
323.0,43.0,1046
323.0,43.0,1047
323.0,43.0,1048
323.0,43.0,1049
323.0,43.0,1050
323.0,43.0,1051
323.0,43.0,1052
323.0,43.0,1053
323.0,43.0,1054
323.0,43.0,1055
323.0,43.0,1056
323.0,43.0,1057
323.0,43.0,1058
323.0,43.0,1059
323.0,43.0,1060
323.0,43.0,1061
323.0,43.0,1062
323.0,43.0,1063
323.0,43.0,1064
323.0,43.0,1065
323.0,43.0,1066
323.0,43.0,1067
323.0,43.0,1068
323.0,43.0,1069
323.0,43.0,1070
323.0,43.0,1071
323.0,43.0,1072
323.0,43.0,1073
323.0,43.0,1074
323.0,43.0,1075
323.0,43.0,1076
323.0,43.0,1077
323.0,43.0,1078
323.0,43.0,1079
323.0,43.0,1080
323.0,43.0,1081
323.0,43.0,1082
323.0,43.0,1083
323.0,43.0,1084
323.0,43.0,1085
323.0,43.0,1086
323.0,43.0,1087
323.0,43.0,1088
323.0,43.0,1089
323.0,43.0,1090
323.0,43.0,1091
323.0,43.0,1092
323.0,43.0,1093
323.0,43.0,1094
323.0,43.0,1095
323.0,43.0,1096
323.0,43.0,1097
323.0,43.0,1098
323.0,43.0,1099
323.0,43.0,1100
323.0,43.0,1101
323.0,43.0,1102
323.0,43.0,1103
323.0,43.0,1104
323.0,43.0,1105
323.0,43.0,1106
323.0,43.0,1107
323.0,43.0,1108
323.0,43.0,1109
323.0,43.0,1110
323.0,43.0,1111
323.0,43.0,1112
323.0,43.0,1113
323.0,43.0,1114
323.0,43.0,1115
323.0,43.0,1116
323.0,43.0,1117
323.0,43.0,1118
323.0,43.0,1119
323.0,43.0,1120
323.0,43.0,1121
323.0,43.0,1122
323.0,43.0,1123
323.0,43.0,1124
323.0,43.0,1125
323.0,43.0,1126
323.0,43.0,1127
323.0,43.0,1128
323.0,43.0,1129
323.0,43.0,1130
323.0,43.0,1131
323.0,43.0,1132
323.0,43.0,1133
323.0,43.0,1134
323.0,43.0,1135
323.0,43.0,1136
323.0,43.0,1137
323.0,43.0,1138
323.0,43.0,1139
323.0,43.0,1140
323.0,43.0,1141
323.0,43.0,1142
323.0,43.0,1143
323.0,43.0,1144
323.0,43.0,1145
323.0,43.0,1146
323.0,43.0,1147
323.0,43.0,1148
323.0,43.0,1149
323.0,43.0,1150
323.0,43.0,1151
323.0,43.0,1152
323.0,43.0,1153
323.0,43.0,1154
323.0,43.0,1155
323.0,43.0,1156
323.0,43.0,1157
323.0,43.0,1158
323.0,43.0,1159
323.0,43.0,1160
323.0,43.0,1161
323.0,43.0,1162
323.0,43.0,1163
323.0,43.0,1164
323.0,43.0,1165
323.0,43.0,1166
323.0,43.0,1167
323.0,43.0,1168
323.0,43.0,1169
323.0,43.0,1170
323.0,43.0,1171
323.0,43.0,1172
323.0,43.0,1173
323.0,43.0,1174
323.0,43.0,1175
323.0,43.0,1176
323.0,43.0,1177
323.0,43.0,1178
323.0,43.0,1179
323.0,43.0,1180
323.0,43.0,1181
323.0,43.0,1182
323.0,43.0,1183
323.0,43.0,1184
323.0,43.0,1185
323.0,43.0,1186
323.0,43.0,1187
323.0,43.0,1188
323.0,43.0,1189
323.0,43.0,1190
323.0,43.0,1191
323.0,43.0,1192
323.0,43.0,1193
323.0,43.0,1194
323.0,43.0,1195
323.0,43.0,1196
323.0,43.0,1197
323.0,43.0,1198
323.0,43.0,1199
323.0,43.0,1200
323.0,43.0,1201
323.0,43.0,1202
323.0,43.0,1203
323.0,43.0,1204
323.0,43.0,1205
323.0,43.0,1206
323.0,43.0,1207
323.0,43.0,1208
323.0,43.0,1209
323.0,43.0,1210
323.0,43.0,1211
323.0,43.0,1212
323.0,43.0,1213
323.0,43.0,1214
323.0,43.0,1215
323.0,43.0,1216
323.0,43.0,1217
323.0,43.0,1218
323.0,43.0,1219
323.0,43.0,1220
323.0,43.0,1221
323.0,43.0,1222
323.0,43.0,1223
323.0,43.0,1224
323.0,43.0,1225
323.0,43.0,1226
323.0,43.0,1227
323.0,43.0,1228
323.0,43.0,1229
323.0,43.0,1230
323.0,43.0,1231
323.0,43.0,1232
323.0,43.0,1233
323.0,43.0,1234
323.0,43.0,1235
323.0,43.0,1236
323.0,43.0,1237
323.0,43.0,1238
323.0,43.0,1239
323.0,43.0,1240
323.0,43.0,1241
323.0,43.0,1242
323.0,43.0,1243
323.0,43.0,1244
323.0,43.0,1245
323.0,43.0,1246
323.0,43.0,1247
323.0,43.0,1248
323.0,43.0,1249
323.0,43.0,1250
323.0,43.0,1251
323.0,43.0,1252
323.0,43.0,1253
323.0,43.0,1254
323.0,43.0,1255
323.0,43.0,1256
323.0,43.0,1257
323.0,43.0,1258
323.0,43.0,1259
323.0,43.0,1260
323.0,43.0,1261
323.0,43.0,1262
323.0,43.0,1263
323.0,43.0,1264
323.0,43.0,1265
323.0,43.0,1266
323.0,43.0,1267
323.0,43.0,1268
323.0,43.0,1269
323.0,43.0,1270
323.0,43.0,1271
323.0,43.0,1272
323.0,43.0,1273
323.0,43.0,1274
323.0,43.0,1275
323.0,43.0,1276
323.0,43.0,1277
323.0,43.0,1278
323.0,43.0,1279
323.0,43.0,1280
323.0,43.0,1281
323.0,43.0,1282
323.0,43.0,1283
323.0,43.0,1284
323.0,43.0,1285
323.0,43.0,1286
323.0,43.0,1287
323.0,43.0,1288
323.0,43.0,1289
323.0,43.0,1290
323.0,43.0,1291
323.0,43.0,1292
323.0,43.0,1293
323.0,43.0,1294
323.0,43.0,1295
323.0,43.0,1296
323.0,43.0,1297
323.0,43.0,1298
323.0,43.0,1299
323.0,43.0,1300
323.0,43.0,1301
323.0,43.0,1302
323.0,43.0,1303
323.0,43.0,1304
323.0,43.0,1305
323.0,43.0,1306
323.0,43.0,1307
323.0,43.0,1308
323.0,43.0,1309
323.0,43.0,1310
323.0,43.0,1311
323.0,43.0,1312
323.0,43.0,1313
323.0,43.0,1314
323.0,43.0,1315
323.0,43.0,1316
323.0,43.0,1317
323.0,43.0,1318
323.0,43.0,1319
323.0,43.0,1320
323.0,43.0,1321
323.0,43.0,1322
323.0,43.0,1323
323.0,43.0,1324
323.0,43.0,1325
323.0,43.0,1326
323.0,43.0,1327
323.0,43.0,1328
323.0,43.0,1329
323.0,43.0,1330
323.0,43.0,1331
323.0,43.0,1332
323.0,43.0,1333
323.0,43.0,1334
323.0,43.0,1335
323.0,43.0,1336
323.0,43.0,1337
323.0,43.0,1338
323.0,43.0,1339
323.0,43.0,1340
323.0,43.0,1341
323.0,43.0,1342
323.0,43.0,1343
323.0,43.0,1344
323.0,43.0,1345
323.0,43.0,1346
323.0,43.0,1347
323.0,43.0,1348
323.0,43.0,1349
323.0,43.0,1350
323.0,43.0,1351
323.0,43.0,1352
323.0,43.0,1353
323.0,43.0,1354
323.0,43.0,1355
323.0,43.0,1356
323.0,43.0,1357
323.0,43.0,1358
323.0,43.0,1359
323.0,43.0,1360
323.0,43.0,1361
